upc,product_type,brand_name,generic_name,manufacturer_name,label_id,label_version,label_effective_time,purpose,indications_and_usage,active_ingredient,inactive_ingredient,dosage_and_administration,warnings,category
24291261940,HUMAN OTC DRUG,Aleve,NAPROXEN SODIUM,Navajo Manufacturing Company Inc,968938b6-b1c9-6e21-e053-2995a90a5610,2,2019-11-04,Purposes Pain reliever/fever reducer,Uses temporarily relieves minor aches and pains due to: minor pain of arthritis muscular aches backache menstrual cramps headache toothache the common cold temporarily reduces fever,Active ingredient (in each caplet) Naproxen sodium 220 mg (naproxen 200 mg) (NSAID) * *nonsteroidal anti-inflammatory drug,"Inactive ingredients FD&C blue #2 lake, hypromellose, magnesium stearate, microcrystalline cellulose, polyethylene glycol, povidone, talc, titanium dioxide",Directions do not take more than directed the smallest effective dose should be used drink a full glass of water with each dose Adults and Children 12 years and older take 1 caplet every 8 to 12 hours while symptoms last for the first dose you may take 2 caplets within the first hour do not exceed 2 caplets in any 8- to 12-hour period do not exceed 3 caplets in a 24-hour period Children under 12 years ask a doctor,"Warnings Allergy alert Naproxen sodium may cause a severe allergic reaction, especialy in people allergic to asprin. Symptoms may include: hives facial swelling asthma (wheezing) shock skin reddening rash blister If an allergic reaction occurs, stop use and seek medical help right away. Stomach bleeding warning This product contains an NSAID, which may cause severe stomach bleeding. The chace is higher if you: are age 60 or older have had stomach ulcers or bleeding problems take a blood thinning (anticoagulant) or steroid drug take other drugs containing prescription or nonprescription NSAIDs (aspirin, ibuprofen, napoxen, or others) have 3 or more alcoholic drinks every day while using this product take more or for a longer time than directed Do not use • if you have ever had an allergic reaction to any other pain reliever/fever reducer • right before or after heart surgery Ask a doctor before use if • the stomach bleeding warning applies to you • you have a history of stomach problems, such as heartburn • you have high blood pressure, heart disease, liver cirrhosis, or kidney disease • you are taking a diuretic • you have problems or serious side effects from taking pain relievers or fever reducers • you have asthma Ask a doctor or pharmacist before use if you are • under a doctor's care for any serious condition • taking any other drug When using this product • take with food or milk if stomach upset occurs • the risk of heart attack or stroke may increase if you use more than directed or for longer than directed Stop use and ask a doctor if you experience any of the following signs of stomach bleeding: feel faint vomit blood have bloody or black stools have stomach pain that does not get better pain gets worse or lasts more than 10 days fever gets worse or lasts more than 3 days you have difficulty swallowing it feels like the pill is stuck in your throat redness or swelling is present in the painful area any new symptoms appear If pregnant or breast-feeding, ask a health professional before use. It is especially important not to use naproxen sodium during the last 3 months of pregnancy unless definitely directed to do so by a doctor because it may cause problems in the unborn child or complications during delivery. Keep out of reach of children. In case of overdose, get medical help or contact a Poison Control Center right away.",pain reliever
713733486576,HUMAN OTC DRUG,Meijer Antibacterial Plus Urinary Pain Relief,"METHENAMINE, SODIUM SALICYLATE",Meijer Distribution Inc.,8a4407d3-16eb-4f12-bdb8-632f6a7765c8,2,2019-01-17,Purpose Antibacterial Analgesic (pain reliever),Uses Temporarily relieves: pain & burning • frequency and urgency of urination,Active Ingredients (in each tablet): Methenamine 162 mg Sodium Salicylate 162.5 mg (NSAID Nonsteroidal Anti-Inflammatory Drug),"Inactive ingredients: benzoic acid, croscarmellose sodium, fd&c red #40, fd&c yellow #6, hypromellose, magnesium stearate, methacrylic acid-ethyl acrylate copolymer, microcrystalline cellulose, silicon dioxide, stearic acid, sodium bicarbonate, sodium lauryl sulfate, talc, titanium dioxide, triacetin, triethyl citrate",Directions: Adults and children 12 years and over: take 2 tablets with a full glass of water 3 times a day. Drink plenty of fluids. Children under 12 years: ask a doctor,"Warnings Reye's syndrome: Children and teenagers who have or are recovering from chicken pox or flu-like symptoms should not use this product. If changes in behaviour with nausea and vomiting occur, consult a doctor because these symptoms could be an early sign of Reye's syndrome, a rare but serious illness. Stomach bleeding warning: This product contains an NSAID, which may cause stomach bleeding. The chance is higher if you: • take other drugs containing prescription or nonprescription NSAIDs (aspirin, ibuprofen, naproxen or others) • have 3 or more alcoholic drinks every day while using this product • have stomach ulcers or bleeding problems • take a blood thinning (anticoagulant) or steroid drug • are age 60 or older • take more or for a longer time than directed Do not use: • if you are on a sodium restricted diet • if you are allergic to salicylates (including aspirin) unless directed by a doctor • if you have stomach problems (such as heartburn, upset stomach, or stomach pain) that persist or recur, or if you have ulcers or bleeding problems unless directed by a doctor Ask a doctor before use if you have • frequent, burning urination for the first time • the stomach bleeding warning applying to you • history of stomach problems, such as heartburn • high blood pressure • heart disease • liver cirrhosis • bleeding problems • diuretic use • ulcers • kidney disease • reached age 60 or older Ask a doctor or pharmacist before use if you are • taking any other drug containing an NSAID (prescription or nonprescription) • taking a blood thinning (anticoagulant), steroid, diabetes, gout or arthritis drug When using this product • do not take more than the recommended dosage Stop and ask a doctor if • product has been used for 3 days • you experience any of the following signs of stomach bleeding: • feel faint, vomit blood • have bloody or black stools • have stomach pain that does not get better • ringing in the ears or a loss of hearing occurs If pregnant or breast feeding, ask a health professional before use.",pain reliever
51933856219,HUMAN OTC DRUG,Acetaminophen Extra Strength PM,"ACETAMINOPHEN, DIPHENHYDRAMINE HCL","SAVE-A-LOT FOOD STORES, LTD.",010da597-dd77-4547-bf3e-8ff782fe8b81,9,2021-04-15,Purpose Pain reliever Nighttime sleep-aid,Uses temporary relief of occasional headaches and minor aches and pains with accompanying sleeplessness,Active ingredients (in each caplet) Acetaminophen 500 mg Diphenhydramine HCl 25 mg,"Inactive ingredients colloidal silicon dioxide, corn starch, croscarmellose sodium, FD&C blue #1 aluminum lake, microcrystalline cellulose, polyethylene glycol, polyvinyl alcohol, povidone, stearic acid, talc, titanium dioxide",Directions do not take more than directed adults and children 12 years and over: take 2 caplets at bedtime. Do not take more than 2 caplets of this product in 24 hours. children under 12 years: do not use,"Warnings Liver warning: This product contains acetaminophen. Severe liver damage may occur if you take more than 4,000 mg of acetaminophen in 24 hours with other drugs containing acetaminophen 3 or more alcoholic drinks every day while using this product Allergy alert: Acetaminophen may cause severe skin reactions. Symptoms may include: skin reddening blisters rash If a skin reaction occurs, stop use and seek medical help right away. Do not use with any other product containing diphenhydramine, even one used on skin in children under 12 years of age with any other drug containing acetaminophen (prescription or nonprescription). If you are not sure whether a drug contains acetaminophen, ask a doctor or pharmacist. if you have ever had an allergic reaction to this product or any of its ingredients Ask a doctor before use if you have a breathing problem such as emphysema or chronic bronchitis liver disease glaucoma difficulty in urination due to enlargement of the prostate gland Ask a doctor or pharmacist before use if you are taking the blood thinning drug warfarin taking sedatives or tranquilizers When using this product avoid alcoholic beverages drowsiness will occur do not drive a motor vehicle or operate machinery Stop use and ask a doctor if sleeplessness persists continuously for more than 2 weeks. Insomnia may be a symptom of a serious underlying medical illness. new symptoms occur redness or swelling is present pain gets worse or lasts more than 10 days fever gets worse or lasts more than 3 days These could be signs of a serious condition. If pregnant or breast-feeding, ask a health professional before use. Keep out of reach of children. In case of accidental overdose, get medical help or contact a Poison Control Center (1-800-222-1222) right away. Prompt medical attention is critical for adults as well as for children even if you do not notice any signs or symptoms.",pain reliever
371661836483,HUMAN OTC DRUG,Fruit of the Earth Sun Town City,ALOE VERA AFTER SUN GEL WITH LIDOCAINE HCL,"Fruit of the Earth, Inc.",79d40af4-51a3-4ac2-9a97-e12a181e58d7,1,2020-02-11,Purpose External Analgesic,"Uses For the temporary relief of pain and itching associated with sunburn, minor burns, minor cuts, scrapes, insect bites, and minor skin irritations.",Lidocaine 1% (as Lidocaine HCl),"Inactive ingredients: water, aloe barbadensis leaf juice, alcohol denat., propylene glycol, laureth-23, glycerin, polysorbate 20, allantoin, carbomer, triethanolamine, menthyl lactate, disodium EDTA, menthol, aleurites moluccarnus seed extract, carica papaya (papaya) fruit extract, colocasia antiquorum root extract, mangifera indica (mango) fruit extract, passiflora incarnata flower extract, plumeria acutifolia flower extract, psidium guajava fruit extract, tocopheryl acetate, tocopherol, phenoxyethanol, benzyl alcohol, fragrance, Blue 1, Yellow 5.",Directions Adults and children 2 years of age and older: Apply to affected area not more than 3 to 4 times daily Children under 2 years of age: Ask a doctor.,Warnings For External Use Only,analgesic
8809224530285,HUMAN OTC DRUG,Seaweed Aqua Massage,ALLANTOIN,"AMAROS CO., LTD.",18a1f12d-a57b-49ff-af08-de2c8d5ed4b0,2,2019-04-11,PURPOSE Purpose: Skin Protectant,INDICATIONS AND USAGE Indication and Usage: 1. Tighten the lid after using it. 2. Don't keep it in the place where the temperature is extremely hot or low and exposed to the direct sunlight. 3. Use it in the morning or evening after washing face.,ACTIVE INGREDIENT Active Ingredient: Allantoin 0.5%,"INACTIVE INGREDIENT Inactive Ingredients: Water, Butylene Glycol, Sodium Hyaluronate, Cetyl Ethylhexanoate, Aloe Barbadensis Leaf Juice, Triticum Vulgare (Wheat) Germ Oil, Olea Europaea (Olive) Fruit Oil, Cetearyl Alcohol, Sorbitan Olivate, Macadamia Ternifolia Seed Oil, Glyceryl Stearate, Betaine, PEG/PPG-17/6 Copolymer, Simondsia Chinensis (Jojoba) Seed Oil, Butyrospermum Parkii (Shea) Butter, PEG-100 Stearate, Ammonium Acryloyldimethyltaurate/VP Copolymer, Sodium Chloride, Tocopheryl Acetate, Panthenol, Propolis Extract, Camellia Sinensis Leaf Extract, Citrus Paradisi (Grapefruit) Fruit Extract, Algae Extract, Caprylyl Glycol, Caprylhydroxamic Acid, Beta-Glucan, Lecithin, Disodium EDTA, Ceramide 3, Fragrance.","DOSAGE AND ADMINISTRATION Dosage and Administration: Apply a small amount of massage cream and rub it into skin, during rubbing the cream, on the skin surface appears droplets of water, which moisturizes and gives a cooling effect to skin. Make-up can be applied over the massage cream. The above product can be applied as night cream or a moisture pack (for 20-30min). There is no sticky or oily feeling after applying of this product, so you may not wash off face after massage procedure.","WARNINGS Warnings: 1. In case of having following symptoms after using this product, you're advised to stop using it immediately. If you keep using it, the symptoms will get worse and need to consult a dermatologist. 1) In case of having problems such as red rash, swollenness, itching, stimulation during usage. 2) In case of having the same symptoms above on the part you put this product on by direct sunlight. 2. You are banned to use it on the part where you have a scar, eczema, or dermatitis. 3. In case of getting it into your eyes, you have to wash it immediately.",skin protectant
50428613467,HUMAN OTC DRUG,Antibacterial Lidocaine Wound Gel,"BENZALKONIUM CHLORIDE, LIDOCAINE HYDROCHLORIDE",CVS Pharmacy,960bfe55-87f7-3e51-e053-2995a90a867d,1,2019-10-29,Purpose first aid antiseptic external analgesic,"Uses First aid to help prevent infection in minor cuts, scrapes and burns For the temporary relief of pain associated with minor burns",Active ingredient (in each gram) Benzalkonium Chloride 0.13% Lidocaine Hydrochloride 2.00%,"Inactive ingredients caprylyl glycol, chlorphenesin, edetate disodium, glycerin, hydroxyethyl cellulose, phenoxyethanol, polysorbate 20, purified water","Directions clean the affected area adults and children 2 years of age and older: apply to affected area not more than 3 to 4 times daily children under 2 years of age: consult a doctor may be covered with a sterile bandage if bandaged, let dry first","Warnings For external use only Do not use in the eyes over large areas of the body, particularly over raw surfaces or blistered areas longer than a week unless directed by a doctor Ask a doctor before use if you have deep or puncture wounds animal bites serious burns Stop use and ask a doctor if the condition persists more than 7 days or gets worse condition clears up and occurs again within a few days Keep out of reach of children. In case of accidental ingestion, seek professional assistance or contact a Poison Control Center immediately.",analgesic
883140040231,HUMAN OTC DRUG,La Roche Posay Laboratorie Dermatologique Effaclar Medicated Cleanser,SALICYLIC ACID,L'Oreal USA Products Inc,44563e80-cfba-4595-b5ae-20a3ec8b9c22,4,2020-01-02,Purpose Acne treatment,Use for the treatment of acne,Active ingredient Salicylic acid 2%,"Inactive ingredients water, sodium laureth sulfate, decyl glucoside, glycerin, sodium chloride, coco-betaine, PEG-150 pentaerythrityl tetrastearate, hexylene glycol, sodium hydroxide, PEG-6 caprylic/capric glycerides, zinc gluconate, tetrasodium EDTA, polyquaternium-47, menthol, capryloyl salicylic acid, citric acid","Directions use twice daily wet face, then work product into a lather massage onto face, avoiding the eyes rinse well",Warnings For external use only,acne
41260010811,HUMAN OTC DRUG,Daytime Nighttime Cold and Flu,ACETAMINOPHEN DEXTROMETHORPHAN HBR PHENYLEPHRINE HCI DOXYLAMINESUCINATE,The Kroger Co.,725490d8-e8b2-4aa7-a422-072ded904958,1,2020-11-11,Purposes for Day Time Pain reliever/fever reducer Cough suppressant Nasal decongestant,Uses DAYTIME temporarily relieves common cold and flu symptoms minor aches and pains headache sore throat nasal congestion fever cough due to minor throat and bronchial irritation NIGHTTIME temporarily relieves these common cold/flu symptoms` minor aches and pains headache sore throat runny nose and sneezing fever cough due to minor throat and bronchial irritation,Active ingredients (in each 15 mL) DAYTIME Acetaminophen 325 mg Dextromethorphan HBr 10 mg Phenylephrine HCl 5 mg,"Inactive ingredients Day Time citric acid, FD&C yellow #6, flavor, glycerin, propylene glycol, purified water, saccharin sodium, sodium benzoate, sodium chloride,sodium citrate, sorbitol, sucralose, xantham gum Night Time acesulfame potassium, alcohol, anhydrous citric acid, D&C yellow #10, FD&C green #3, FD&C yellow #6 flavor, high fructose corn syrup, polyethylene glycol, propylene glycol, purified water, saccharin sodium trisodium citrate dihydrate",Directions DAYTIME do not take more than directed (see Overdose warning) do not take more than 4 doses in any 24-hour period measure only with dosing cup provided. Do not use any other dosing device. keep dosing cup with product mL= milliliter adults and children 12 years and over 30 mL every 4 hours children 6 to under 12 years 15 mL every 4 hours children 4 to under 6 years ask a doctor children under 4 years do not use NIGHTTIME do not take more than directed (see Overdose warning) Do not take more than 4 doses in any 24-hours period measure only with dosing cup provided. Do not use any other dosing device. mL= milliliter keep dosing cup with product adults and children 12 years and over: 30 mL every 6 hours children under 12 years of age: do not use,"Warnings DAYTIME Liver warning: This product contains acetaminophen. Severe liver damage may occur if: adult takes more than 4 doses (30 mL each) of acetaminophen in 24 hours, which is the maximum daily amount child takes more than 4 doses (15 mL each) in 24 hours taken with other drugs containing acetaminophen adult has 3 or more alcoholic drinks every day while using this product Allergy alert: Acetaminophen may cause severe skin reactions. Symptoms may include: skin reddening blisters rash. If a skin reaction occurs, stop use and seek medical help right away. Sore throat warning: If sore throat is severe, persists for more than 2 days, is accompanied or followed by fever, headache, rash, nausea, or vomiting, consult a doctor promptly. NIGHTTIME Liver warning: This product contains acetaminophen. Severe liver damage may occur if you take: more than 4,000 mg of acetaminophen in 24 hours with other drugs containing acetaminophen 3 or more alcoholic drinks every day while using this product Allergy alert: Acetaminophen may cause severe skin reactions. Symptoms may include: skin reddening blisters rash. if a skin reaction occurs, stop use and seek medical help right away. Sore throat warning: If sore throat is severe, persists for more than 2 days, is accompanied or followed by fever, headache, rash, nausea, or vomiting, consult a doctor promptly. Do not use DAYTIME NIGHTTIME with any other drug containing acetaminophen (prescription or nonprescription). If you are not sure whether a drug contains acetaminophen, ask a doctor or pharmacist If you are taking a prescription monoamine oxidase inhibitor (MAOI) (certain drugs for depression, psychiatric or emotional conditions, or Parkinson's disease), or for 2 weeks after stopping the MAOI drug. If you do not know if your child's prescription drug contains an MAOI, ask a doctor or pharmacist before giving this product. Ask a doctor before use if you have DAYTIME liver disease heart disease high blood pressure thyroid disease diabetes a sodium-restricted diet trouble urinating due to an enlarged prostate gland persistent or chronic cough such as occurs with smoking, asthma, or emphysema cough that occurs with too much phlegm (mucus) NIGHTTIME liver disease glaucoma cough that occurs with too much phlegm (mucus) a breathing problem or chronic cough that lasts or as occurs with smoking, asthma, chronic bronchitis, or emphysema trouble urinating due to enlarged prostate gland Ask a doctor or pharmacist before use if you are DAYTIME taking the blood thinning drug warfarin. NIGHTTIME taking sedatives or tranquilizers taking the blood thinning drug warfarin When using this product DAYTIME do not exceed recommended dosage. NIGHTTIME excitability may occur, especially in children marked drowsiness may occur avoid alcoholic drinks be careful when driving a motor vehicle or operating machinery alcohol, sedatives and tranquilizers may increase drowsiness Stop use and ask a doctor if DAYTIME nervousness, dizziness or sleeplessness occur pain, nasal congestion, or cough gets worse, or lasts more than 5 days(children) or 7 days (adult) fever gets worse, or lasts more than 3 days redness or swelling is present new symptoms occur cough comes back, or occurs with rash or headache that lasts. These could be signs of a serious condition. NIGHTTIME pain or cough gets worse or lasts more than 7 days fever gets worse or lasts more than 3 days redness or swelling is present new symptoms occur cough comes back, or occurs with rash, or headache that lasts. These could be signs of a serious condition. If pregnant or breast-feeding, DAYTIME NIGHTTIME ask a health professional before use. Keep out of reach of children. DAYTIME NIGHTTIME Taking more than the recommended dose (overdose) may couse liver damage. In case of overdose, get medical help or contact a Poison Control Center(1-800-222-1222) right away. Quick medical attention is critical for adults as well as for children even if you do not notice any signs or symptoms.",pain reliever
362107050105,HUMAN OTC DRUG,HEALTH SENSE TACTINAL Extra Strength,ACETAMINOPHEN,"Prime Marketing, LLC",9af2f5c0-3f3a-7cb2-e053-2a95a90a5409,3,2019-12-30,Purpose Pain Reliever/Fever Reducer,Uses temporarily relieves minor aches and pains temporarily reduces fever,Active ingredients Acetaminophen 500 mg,"Inactive ingredients povidone, sodium starch glycolate, starch, stearic acid. May also contain: crospovidone, methylparaben and probylparaben","Directions do not take more than directed Adults and children 12 years of age and over Take 1 to 2 tablets every 4-6 hours, as needed. Do not take more than 8 tablets in 24 hours. Children under 12 years Do not use","Warnings Liver warning: This product contains acetaminophen. Severe liver damage may occur if you take more than 8 tablets in 24 hours, which is the maximum daily amount with other drugs containing acetaminophen 3 or more alcoholic drinks every day while using this product Do not use with any other drug containing acetaminophen (prescription or nonprescription). If you are not sure whether a drug contains acetaminophen, ask a doctor or pharmacist. Ask a doctor before use if you have liver disease Ask a doctor or pharmacist before use if you are taking the blood thinning drug warfarin. Stop use and ask a doctor if pain gets worse or lasts more than 10 days fever gets worse or lasts more than 3 days new symptom occur redness or swelling is present These could be signs of a serious condition. If pregnant or breast-feeding, ask a health professional before use. Overdose Warning: Taking more than the recommended dose (overdose) may cause liver damage. In case of overdose, get medical help or contact a Poison Control Center right away. Quick medical attention is critical for adults as well as for children even if you do not notice any signs or symptoms. Keep out of reach of children.",pain reliever
72036704757,HUMAN OTC DRUG,Sinus Headache,ACETAMINOPHEN AND PHENYLEPHRINE HYDROCHLORIDE,Harris Teeter,94a862dc-5d76-e6bb-e053-2995a90ab82b,2,2019-10-11,Active ingredients (in each caplet) Purpose Acetaminophen 325 mg Pain reliever/fever reducer Phenylephrine HCl 5 mg Nasal decongestant,"Uses temporarily relieves these symptoms associated with hay fever or other upper respiratory allergies, and the common cold: headache sinus congestion and pressure nasal congestion minor aches and pains helps decongest sinus openings and passages promotes sinus drainage helps clear nasal passages temporarily reduces fever",Active ingredients (in each caplet) Purpose Acetaminophen 325 mg Pain reliever/fever reducer Phenylephrine HCl 5 mg Nasal decongestant,"Inactive ingredients acesulfame potassium, colloidal silicon dioxide, croscarmellose sodium, D&C yellow #10, FD&C blue #1, flavor, hypromellose, lactose anhydrous, magnesium stearate, povidone, pregelatinized starch, propylene glycol, sodium starch glycolate, stearic acid, titanium dioxide","Directions do not take more than directed (see overdose warning ) adults and children 12 years and over take 2 caplets every 4 hours swallow whole – do not crush, chew, or dissolve do not take more than 10 caplets in 24 hours children under 12 years ask a doctor","Warnings Liver warning This product contains acetaminophen. The maximum daily dose of this product is 10 caplets (3,250 mg acetaminophen) in 24 hours. Severe liver damage may occur if you take more than 4,000 mg of acetaminophen in 24 hours with other drugs containing acetaminophen 3 or more alcoholic drinks every day while using this product Allergy alert acetaminophen may cause severe skin reactions. Symptoms may include: skin reddening blisters rash If a skin reaction occurs, stop use and seek medical help right away. Do not use with any other drug containing acetaminophen (prescription or nonprescription). If you are not sure whether a drug contains acetaminophen, ask a doctor or pharmacist. if you are now taking a prescription monoamine oxidase inhibitor (MAOI) (certain drugs for depression, psychiatric, or emotional conditions, or Parkinson's disease), or for 2 weeks after stopping the MAOI drug. If you do not know if your prescription drug contains an MAOI, ask a doctor or pharmacist before taking this product. if you have ever had an allergic reaction to this product or any of its ingredients Ask a doctor before use if you have liver disease heart disease high blood pressure thyroid disease diabetes trouble urinating due to an enlarged prostate gland Ask a doctor or pharmacist before use if you are taking the blood thinning drug warfarin When using this product do not exceed recommended dosage Stop use and ask a doctor if nervousness, dizziness, or sleeplessness occur pain or nasal congestion gets worse or lasts more than 7 days fever gets worse or lasts more than 3 days redness or swelling is present new symptoms occur These could be signs of a serious condition. If pregnant or breast-feeding, ask a health professional before use. Keep out of reach of children. Overdose warning In case of overdose, get medical help or contact a Poison Control Center right away (1-800-222-1222). Quick medical attention is critical for adults as well as for children even if you do not notice any signs or symptoms.",pain reliever
8809348110790,HUMAN OTC DRUG,Cellisys EX Wrinkle Solution Emulsion,DIMETHICONE,"DN Company Co., Ltd.",48c6bf5d-101a-4fee-b1bc-913ed9d782fd,2,2019-03-21,PURPOSE PURPOSE: Skin protectant,INDICATIONS AND USAGE INDICATION AND USAGE: Tighten the lid after using it. Don't keep it in the place where the temperature is extremely hot or low and exposed to the direct sunlight.,ACTIVE INGREDIENT ACTIVE INGREDIENT: Dimethicone 2%,"INACTIVE INGREDIENT INACTIVE INGREDIENTS: Water, Glycerin, Butylene Glycol, Dipropylene Glycol, Limnanthes Alba (Meadowfoam) Seed Oil, Hydrogenated Poly (C6-14 Olefin), Cyclopentasiloxane, Caprylic/Capric Triglyceride, Butyrospermum Parkii (Shea) Butter, Betula Platyphylla Japonica Juice, Hydrogenated Vegetable Oil, Octyldodecanol, Cyclohexasiloxane, Polyglyceryl-3 Methylglucose Distearate, Glyceryl Stearate, Sorbitan Stearate, Sodium Polyacrylate, PEG-100 Stearate, Dimethiconol, Betaine, Trehalose, Hydrogenated Lecithin, Retinol, Linoleic Acid, Ceramide 3, Tocopherol, Potassium Cetyl Phosphate, Sodium Hyaluronate, Sodium Ascorbyl Phosphate, sh-Oligopeptide-1, Polysorbate 20, Glyceryl Caprylate, Palmitoyl Tripeptide-5, Palmitoyl Oligopeptide, Palmitoyl Tetrapeptide-7, Adenosine, Behenyl Alcohol, Xanthan Gum, Alcohol Denat., BHT, Carbomer, Disodium EDTA, Methylparaben, Phenoxyethanol, Propylparaben, Fragrance (Parfum), Yellow 6 (CI 15985), Yellow 5 (CI 19140)","DOSAGE AND ADMINISTRATION DOSAGE AND ADMINISTRATION: After essence step, take an appropriate amount and apply to your entire face with patting thoroughly to let it absorb into the skin.",WARNINGS WARNING: For external use only. Avoid contact with eyes. Discontinue use if signs of irritation or rash appear. Keep out of reach of babies and children.,skin protectant
359726185004,HUMAN OTC DRUG,Ibuprofen,IBUPROFEN,PLD Acquisitions LLC DBA Avma Pharma Solutions,9f12449d-6cc7-43aa-a4b2-b5e4844b38cf,3,2019-12-03,Purpose Pain reliever/ fever reducer,Uses temporarily relieves minor aches and pains due to: headache muscular aches minor pain of arthritis toothache backache the common cold menstrual cramps temporarily reduces fever,"Active Ingredient (in each caplet) Ibuprofen USP, 200 mg (NSAID)* *nonsteroidal anti-inflammatory drug Purpose Pain reliever/ fever reducer","Inactive Ingredients carnauba wax, croscarmellose sodium, FD&C yellow #6 aluminium lake, hypromellose, microcrystalline cellulose, polydextrose, polyethylene glycol, pregelatinized starch, silicon dioxide, stearic acid, titanium dioxide.","Directions do not take more than directed the smallest effective dose should be used adults and children 12 years and older: take 1 caplet every 4 to 6 hours while symptoms persist if pain or fever does not respond to 1 caplet, 2 caplets may be used do not exceed 6 caplets in 24 hours, unless directed by a doctor children under 12 years : ask a doctor","Warnings Allergy alert: Ibuprofen may cause a severe allergic reaction, especially in people allergic to aspirin. Symptoms may include: hives facial swelling asthma (wheezing) shock rash blisters skin reddening If an allergic reaction occurs, stop use an seek medical help right away. Stomach bleeding warning: This product contains an NSAID, which may cause severe stomach bleeding. The chance is higher if you: are age 60 or oder have had stomach ulcers or bleeding problems take blood thinning (anticoagulant) or steroid drug take other drugs containing prescritpion or non-prescription NSAIDs (aspirin, ibuprofen, naproxen, or others) take more or for a longer time than directed. have 3 or more alcoholic drinks every day while using this prdouct Do not use if you ever had an allergic reaction to any other pain reliever/fever reducer right before or after heart surgery Ask a doctor before use if stomach bleeding warning applies to you you have problems or serious side effects from taking pain relievers or fever reducers you have a history of stomach problems such as heartburn you have high blood pressure, heart disease, liver cirrhosis, or kidney disease you have asthma you are taking a diuretic. Ask a doctor or pharmacist before use if you are under a doctor's care for any serious condition taking aspirin for heart attack or stroke, because ibuprofen may decrease this benefit of aspirin taking any other drug. When using this product take with food or milk if stomach upset occurs the risk of heart attack or stroke may increase if you use more than directed or for longer than directed. Stop use and ask a doctor if You experience any of the following signs of stomach bleeding: feel faint have bloody or black stools vomit blood have stomach pain that does not get better pain gets worse or last more than 10 days fever gets worse or last more than 3 days redness or swelling is present in the painful area any new symptoms appear If pregnant or breast-feeding ask a health professional before use. It is especially important not to use ibuprofen druing the last 3 months of pegnancy unless defintely directed to do so by a doctor because it may cause problems in the unborn child or complications during delivery. Keep out of reach of children. In case of overdose, get medical help or contact a Poison Control Center right away (1-800-222-1222) Directions do not take more than directed the smallest effective dose should be used adults and children 12 years and older: take 1 caplet every 4 to 6 hours while symptoms persist if pain or fever does not respond to 1 caplet, 2 caplets may be used do not exceed 6 caplets in 24 hours, unless directed by a doctor children under 12 years : ask a doctor Other information store between 20 o - 25 o C (68 o - 77 o F)",pain reliever
